"iteration","x","y","accepted","u","alpha"
44,0.0913916030963826,-0.648052065707489,FALSE,0.892718593822792,0.100715570852428
45,0.0537527767952782,-0.485942973794441,TRUE,0.313683822052553,1
46,0.0537527767952782,-0.485942973794441,FALSE,0.24567414727062,0.133562807366855
47,0.0537527767952782,-0.485942973794441,FALSE,0.996552679222077,0.0395614511024385
48,0.0537527767952782,-0.485942973794441,FALSE,0.421378421830013,0.000311934741434249
49,0.0537527767952782,-0.485942973794441,FALSE,0.54962041345425,4.68358526833048e-13
50,0.0537527767952782,-0.485942973794441,FALSE,0.940564878052101,0.0175430538574908
51,0.0537527767952782,-0.485942973794441,FALSE,0.021450228523463,0.0159677863212063
52,0.0537527767952782,-0.485942973794441,FALSE,0.618951546959579,0.0843349694026459
53,0.0537527767952782,-0.485942973794441,FALSE,0.500025092391297,0.48088459412513
54,0.0537527767952782,-0.485942973794441,FALSE,0.886753598228097,1.52206687498171e-06
55,0.0537527767952782,-0.485942973794441,FALSE,0.885221036849543,0.000596566166557078
56,0.0537527767952782,-0.485942973794441,FALSE,0.367901820223778,0.112030972032233
57,0.0537527767952782,-0.485942973794441,FALSE,0.328274069586769,0.0334078539982254
58,0.0537527767952782,-0.485942973794441,FALSE,0.0296633755788207,3.12331075251217e-12
59,0.0537527767952782,-0.485942973794441,FALSE,0.332445990527049,0.047425894129387
60,0.0537527767952782,-0.485942973794441,FALSE,0.0325174834579229,0.000382850173256884
61,0.0537527767952782,-0.485942973794441,FALSE,0.878429047297686,0.000423945009892065
62,0.0537527767952782,-0.485942973794441,FALSE,0.30696562025696,0.00630642940155432
63,0.0537527767952782,-0.485942973794441,FALSE,0.211773658171296,0.000234287054976905
64,0.0537527767952782,-0.485942973794441,FALSE,0.990795793244615,2.41160795537744e-05
65,0.0537527767952782,-0.485942973794441,FALSE,0.56482222257182,0.00574894212056724
66,0.0537527767952782,-0.485942973794441,FALSE,0.750735989306122,7.46551367025366e-08
67,0.0537527767952782,-0.485942973794441,FALSE,0.675319577334449,0.00898195736196465
68,0.0537527767952782,-0.485942973794441,FALSE,0.292219521244988,0.272513058887885
69,-0.290914431624121,0.76898562889648,TRUE,0.0404875767417252,0.883816737114142
70,-0.290914431624121,0.76898562889648,FALSE,0.91005900898017,3.31895723442538e-07
71,-0.290914431624121,0.76898562889648,FALSE,0.73989077587612,0.0260758221020145
72,-0.290914431624121,0.76898562889648,FALSE,0.470500626601279,0.000301746786577928
73,-0.0637305923304847,-0.107177826628227,TRUE,0.643864108016714,1
74,-0.0637305923304847,-0.107177826628227,FALSE,0.28791968501173,0.00484027549672107
75,-0.0637305923304847,-0.107177826628227,FALSE,0.710277852602303,0.00405664988254238
76,-0.0637305923304847,-0.107177826628227,FALSE,0.829723515082151,0.000456698980343617
77,0.243707278550966,-0.624809793587562,TRUE,0.599715854972601,0.842517295219251
78,0.243707278550966,-0.624809793587562,FALSE,0.0860834058839828,1.24330590311046e-07
79,0.243707278550966,-0.624809793587562,FALSE,0.72122603142634,0.00118790071272316
80,0.20892620611199,1.3584295057367,TRUE,0.075599099509418,0.100698767115141
81,0.20892620611199,1.3584295057367,FALSE,0.879265945171937,0.00209373561456619
82,0.20892620611199,1.3584295057367,FALSE,0.385907175717875,0.17777605897406
83,-1.51735714232867,0.299697413596519,TRUE,0.145928690675646,0.276702093769829
84,-1.51735714232867,0.299697413596519,FALSE,0.0600483361631632,0.000296938986323106
85,-1.51735714232867,0.299697413596519,FALSE,0.542912817094475,0.000722170492965642
86,-1.51735714232867,0.299697413596519,FALSE,0.514157372061163,4.45661025080757e-12
87,-1.51735714232867,0.299697413596519,FALSE,0.930133691756055,0.819682872130759
88,-1.51735714232867,0.299697413596519,FALSE,0.482923875097185,4.42056842213381e-22
89,-0.938855306663565,-0.22757189669712,TRUE,0.300906151533127,1
90,-1.06812245266412,1.07671021047567,TRUE,0.0619409799110144,1
91,-1.32914980430461,1.85021180344771,TRUE,0.407350709661841,0.407715567666285
92,-1.32914980430461,1.85021180344771,FALSE,0.845736156217754,0.0818877261177929
93,-1.32914980430461,1.85021180344771,FALSE,0.114762677578256,0.0355933711843704
94,-0.791524692935576,0.5264411850214,TRUE,0.86202601599507,1
95,-0.791524692935576,0.5264411850214,FALSE,0.49091898300685,0.076191268874859
96,-0.791524692935576,0.5264411850214,FALSE,0.785881076706573,0.0713353052058155
97,-0.791524692935576,0.5264411850214,FALSE,0.895891189575195,0.0563110848992228
98,-0.97949621734989,-0.492171282151482,TRUE,0.0486410746816546,0.0881745009012415
99,-0.97949621734989,-0.492171282151482,FALSE,0.489342542830855,1.58284566439885e-05
100,-0.97949621734989,-0.492171282151482,FALSE,0.0328091429546475,2.47087538129322e-07
101,-0.97949621734989,-0.492171282151482,FALSE,0.11536201252602,2.22780735634792e-06
102,0.887903103276155,-2.06904299463106,TRUE,0.253002469427884,1
103,0.887903103276155,-2.06904299463106,FALSE,0.518569612177089,2.26349549946968e-06
104,0.887903103276155,-2.06904299463106,FALSE,0.578458378789946,0.00415776017077012
105,0.887903103276155,-2.06904299463106,FALSE,0.649453951511532,0.00581559549186056
106,0.887903103276155,-2.06904299463106,FALSE,0.266520578414202,0.0370655142247097
107,0.887903103276155,-2.06904299463106,FALSE,0.424334690673277,0.00127099290804513
108,0.887903103276155,-2.06904299463106,FALSE,0.213185554603115,0.00028774576500933
109,0.887903103276155,-2.06904299463106,FALSE,0.562540134880692,0.391682850531196
110,0.887903103276155,-2.06904299463106,FALSE,0.319831759901717,0.0415876300120712
111,0.887903103276155,-2.06904299463106,FALSE,0.10699468688108,0.000281952758505737
112,0.887903103276155,-2.06904299463106,FALSE,0.772864649537951,1.94746452477419e-07
113,0.887903103276155,-2.06904299463106,FALSE,0.284574129851535,0.000254410399187259
114,0.887903103276155,-2.06904299463106,FALSE,0.759444722672924,0.00380836179519673
115,0.887903103276155,-2.06904299463106,FALSE,0.206570025067776,0.000125031485506812
116,0.887903103276155,-2.06904299463106,FALSE,0.570541352732107,3.78956188492363e-06
117,-0.143492158588963,-1.39998141518826,TRUE,0.208285454660654,0.802970495324882
118,-0.143492158588963,-1.39998141518826,FALSE,0.714848786126822,0.140101599446251
119,-0.143492158588963,-1.39998141518826,FALSE,0.805811213329434,0.0097522650213176
120,-0.143492158588963,-1.39998141518826,FALSE,0.458723113173619,0.0806385139607825
121,-0.150423310328649,-0.259618163695174,TRUE,0.515551181975752,1
122,-0.150423310328649,-0.259618163695174,FALSE,0.523407669737935,0.0245307576963141
123,-0.237254313400573,0.463936035461625,TRUE,0.839631285285577,1
124,-0.237254313400573,0.463936035461625,FALSE,0.323822023812681,0.00881177019245712
125,-0.343697585275568,-0.674444945134801,TRUE,0.150484099052846,0.350965261671503
126,0.432367374964407,-0.952517150168098,TRUE,0.474471707129851,1
127,0.432367374964407,-0.952517150168098,FALSE,0.564904673025012,0.00693665841219223
128,0.432367374964407,-0.952517150168098,FALSE,0.714631942100823,0.267326781162699
129,-0.294525749363656,-0.6688239326471,TRUE,0.520339757902548,0.572758743873371
130,0.46635240231793,-1.22999229621477,TRUE,0.922261254163459,1
131,-0.771639533346987,0.488213382127209,TRUE,0.51259378483519,1
132,-0.771639533346987,0.488213382127209,FALSE,0.312179648084566,0.00542797630796234
133,0.348517997171713,-0.150064719464697,TRUE,0.22003285982646,1
134,0.348517997171713,-0.150064719464697,FALSE,0.287320587551221,0.0548932309064103
135,0.348517997171713,-0.150064719464697,FALSE,0.0956614073365927,0.0209606410419445
136,0.348517997171713,-0.150064719464697,FALSE,0.374786772532389,0.000758474768057966
137,0.348517997171713,-0.150064719464697,FALSE,0.331920213066041,0.269019797709721
138,0.348517997171713,-0.150064719464697,FALSE,0.54842082853429,0.0548284391815959
139,0.348517997171713,-0.150064719464697,FALSE,0.0462378135416657,0.00265622854816577
140,0.348517997171713,-0.150064719464697,FALSE,0.455978516489267,2.53061954658722e-06
141,0.348517997171713,-0.150064719464697,FALSE,0.768076964421198,0.149713901483765
142,0.348517997171713,-0.150064719464697,FALSE,0.571876234840602,0.289884201233521
143,0.348517997171713,-0.150064719464697,FALSE,0.79631936410442,0.00115821419489493
144,0.348517997171713,-0.150064719464697,FALSE,0.673692964250222,0.230325737609355
145,0.348517997171713,-0.150064719464697,FALSE,0.314089832827449,0.000327160662819571
146,0.348517997171713,-0.150064719464697,FALSE,0.601828285725787,0.0117654226609555
147,0.348517997171713,-0.150064719464697,FALSE,0.0828737083356827,0.000931801239683326
148,0.348517997171713,-0.150064719464697,FALSE,0.859278114512563,0.591810170237654
149,0.348517997171713,-0.150064719464697,FALSE,0.892355152172968,2.21163490244898e-07
150,0.00838243541141492,0.99947710145217,TRUE,0.377477207919583,0.425282079612458
151,-1.02745782208636,0.584830473271392,TRUE,0.133624784648418,0.789988070067791
152,-1.02745782208636,0.584830473271392,FALSE,0.944522878853604,8.42118903087451e-06
153,-1.02745782208636,0.584830473271392,FALSE,0.686495538568124,0.00032870734752857
154,-0.320795832119402,0.237418347422535,TRUE,0.537320081843063,1
155,-0.320795832119402,0.237418347422535,FALSE,0.725024226354435,0.345346936093804
156,-0.320795832119402,0.237418347422535,FALSE,0.951921815052629,6.5699907351931e-08
157,0.159486189326051,-0.215386541243356,TRUE,0.690880850423127,1
158,0.159486189326051,-0.215386541243356,FALSE,0.0704256598837674,0.019301406499889
159,0.159486189326051,-0.215386541243356,FALSE,0.595228760736063,0.000249067560851413
160,0.159486189326051,-0.215386541243356,FALSE,0.140409882646054,0.00100633068517471
161,0.159486189326051,-0.215386541243356,FALSE,0.522124740527943,0.0063586376954639
162,0.159486189326051,-0.215386541243356,FALSE,0.503687579883263,0.000132473414516263
163,0.159486189326051,-0.215386541243356,FALSE,0.743930876953527,0.0151516700166081
164,0.159486189326051,-0.215386541243356,FALSE,0.541528468718752,0.0377992287253052
165,0.159486189326051,-0.215386541243356,FALSE,0.0481404992751777,0.0385043905624292
166,0.159486189326051,-0.215386541243356,FALSE,0.0559375686571002,0.000175449729084118
167,0.159486189326051,-0.215386541243356,FALSE,0.584499739808962,1.39707464111932e-09
168,0.562045100755159,0.465876450533693,TRUE,0.00359140639193356,0.260811666359462
169,0.562045100755159,0.465876450533693,FALSE,0.539190846029669,0.180383118794292
170,-1.07419099202267,-0.104645720905282,TRUE,0.171541348099709,0.310049017758123
171,-1.07419099202267,-0.104645720905282,FALSE,0.66945075779222,0.11203104122529
172,-1.07419099202267,-0.104645720905282,FALSE,0.936232616892084,6.92314455069427e-07
173,-1.07419099202267,-0.104645720905282,FALSE,0.318896428914741,0.0908917937726359
174,0.508883936464707,-1.46603830253498,TRUE,0.338283574208617,1
175,0.508883936464707,-1.46603830253498,FALSE,0.401268495246768,6.29868391993451e-05
176,1.17728971018075,-1.55473307134356,TRUE,0.574839341687039,0.702319246453211
177,1.17728971018075,-1.55473307134356,FALSE,0.923546462319791,1.40881157621813e-06
178,1.17728971018075,-1.55473307134356,FALSE,0.805863957852125,2.55813782411327e-06
179,0.299772447230901,-1.07329678755511,TRUE,0.38231894839555,1
180,0.299772447230901,-1.07329678755511,FALSE,0.69299681391567,0.00329659944120174
181,0.299772447230901,-1.07329678755511,FALSE,0.567891015904024,8.30276838740373e-06
182,0.299772447230901,-1.07329678755511,FALSE,0.117704377975315,0.000983102705878496
183,0.299772447230901,-1.07329678755511,FALSE,0.762444715481251,0.48389996610883
184,1.34995773286466,-0.768916093997428,TRUE,0.133551898412406,0.229513864067535
185,1.34995773286466,-0.768916093997428,FALSE,0.618285143980756,2.66992808178975e-13
186,1.34995773286466,-0.768916093997428,FALSE,0.447839834261686,8.21512431108594e-05
187,1.34995773286466,-0.768916093997428,FALSE,0.773493236629292,0.00324743389665356
188,1.34995773286466,-0.768916093997428,FALSE,0.792070718249306,0.0841870705002213
189,1.34995773286466,-0.768916093997428,FALSE,0.756324941292405,0.105455527453824
190,0.911862509054714,0.0984007150454664,TRUE,0.0700826265383512,1
191,0.32502933036413,-0.638345413375647,TRUE,0.388340283883736,1
192,0.32502933036413,-0.638345413375647,FALSE,0.679453118005767,0.08919186197034
193,0.32502933036413,-0.638345413375647,FALSE,0.0750427790917456,4.45300474313717e-06
194,0.32502933036413,-0.638345413375647,FALSE,0.203133503673598,0.00688702974839853
195,-0.0403931424427907,-0.233830502248635,TRUE,0.0595067664980888,1
196,-0.0403931424427907,-0.233830502248635,FALSE,0.125148585997522,0.00181306793685173
197,-0.307882327572668,-0.406534481552611,TRUE,0.471276496304199,0.589575382696883
198,-0.307882327572668,-0.406534481552611,FALSE,0.882458147127181,1.20093496592267e-06
199,-0.307882327572668,-0.406534481552611,FALSE,0.117157299770042,0.0736441075001988
200,-0.307882327572668,-0.406534481552611,FALSE,0.00741752306930721,1.08847384195692e-11
201,-0.307882327572668,-0.406534481552611,FALSE,0.499020098941401,0.00312443805657735
202,-0.307882327572668,-0.406534481552611,FALSE,0.811879681190476,8.46969923113192e-09
203,-0.307882327572668,-0.406534481552611,FALSE,0.166783036431298,0.00185275986678452
204,1.15395072989873,-1.33452482504301,TRUE,0.298929408192635,0.468121975281869
205,1.15395072989873,-1.33452482504301,FALSE,0.12945368536748,0.00062013535197992
206,1.15395072989873,-1.33452482504301,FALSE,0.908452330389991,0.0001004088036336
207,1.15395072989873,-1.33452482504301,FALSE,0.360580841545016,6.82017085264829e-08
208,1.32131607667552,-0.814645641360156,TRUE,0.0858962275087833,0.528146372192412
209,1.32131607667552,-0.814645641360156,FALSE,0.727405825397,2.29873152066179e-08
210,0.0477485024524793,0.695009051624623,TRUE,0.0114382493775338,1
211,0.0477485024524793,0.695009051624623,FALSE,0.272961319424212,0.204989115729803
212,0.0477485024524793,0.695009051624623,FALSE,0.287170039257035,0.00145896041746985
213,0.0477485024524793,0.695009051624623,FALSE,0.363946522818878,2.48441201085899e-09
214,0.814918278963263,-0.343910609326872,TRUE,0.620154907228425,0.717507898806294
215,1.05848935230055,-0.440820973956467,TRUE,0.240331345004961,0.540114616971718
216,1.05848935230055,-0.440820973956467,FALSE,0.100354233058169,0.0467469942394209
217,0.715839074480215,-0.96256309487187,TRUE,0.702681547496468,1
218,0.715839074480215,-0.96256309487187,FALSE,0.0452575027011335,1.02471902727681e-06
219,0.715839074480215,-0.96256309487187,FALSE,0.266121883643791,1.08431358511247e-07
220,0.715839074480215,-0.96256309487187,FALSE,0.56400826247409,0.00602079429664862
221,0.715839074480215,-0.96256309487187,FALSE,0.437705054180697,0.00152321226269092
222,0.715839074480215,-0.96256309487187,FALSE,0.873395125148818,0.358154591447226
223,0.715839074480215,-0.96256309487187,FALSE,0.0635679916013032,0.00115568633537339
224,0.715839074480215,-0.96256309487187,FALSE,0.907620617654175,0.225690944097565
225,0.715839074480215,-0.96256309487187,FALSE,0.833293377654627,0.0765144874947335
226,0.715839074480215,-0.96256309487187,FALSE,0.458110426319763,0.000490530067910781
227,0.715839074480215,-0.96256309487187,FALSE,0.470753220142797,2.28710084092057e-05
228,0.715839074480215,-0.96256309487187,FALSE,0.530223880894482,0.00310437343580827
229,-0.291283526171832,-1.19857377299334,TRUE,0.17584789195098,0.17706780481663
230,-0.291283526171832,-1.19857377299334,FALSE,0.108754555694759,5.74318605725953e-05
231,-0.291283526171832,-1.19857377299334,FALSE,0.501039718743414,0.000452467622182811
232,-0.291283526171832,-1.19857377299334,FALSE,0.160649597644806,0.10667053203248
233,-0.210927001352056,-1.85092138635839,TRUE,0.0411673602648079,0.136533112779781
234,-0.210927001352056,-1.85092138635839,FALSE,0.425039657158777,2.87663145366626e-05
235,-0.210927001352056,-1.85092138635839,FALSE,0.0890818594489247,0.000176643106071767
236,-0.210927001352056,-1.85092138635839,FALSE,0.994652604451403,4.74390461129346e-07
237,-0.230171602152838,-1.6230004033818,TRUE,0.725250527728349,1
238,0.958897510803281,-1.73937475506499,TRUE,0.902375512057915,1
239,0.958897510803281,-1.73937475506499,FALSE,0.937903824262321,0.265252565096121
240,0.958897510803281,-1.73937475506499,FALSE,0.446819441858679,0.00793486171894623
241,0.586173111018382,-1.1058941763164,TRUE,0.838338759960607,1
242,0.586173111018382,-1.1058941763164,FALSE,0.667245435761288,0.000126242641711872
243,0.586173111018382,-1.1058941763164,FALSE,0.806177586782724,0.000235381317014332
244,0.586173111018382,-1.1058941763164,FALSE,0.848993687191978,0.619648190123592
245,0.586173111018382,-1.1058941763164,FALSE,0.986910100327805,2.2873174602135e-06
246,0.586173111018382,-1.1058941763164,FALSE,0.577087742974982,0.0190477911149601
247,0.586173111018382,-1.1058941763164,FALSE,0.829948304919526,0.0580389494575472
248,0.675382375616497,-1.15137537852272,TRUE,0.1003700227011,0.933325009132262
249,0.675382375616497,-1.15137537852272,FALSE,0.265468981815502,0.000172376176907629
250,0.675382375616497,-1.15137537852272,FALSE,0.75470757484436,0.000183682370276201
251,0.675382375616497,-1.15137537852272,FALSE,0.674415447516367,0.138223133040309
252,0.675382375616497,-1.15137537852272,FALSE,0.92350426223129,1.61054495713973e-08
253,0.675382375616497,-1.15137537852272,FALSE,0.408773940056562,0.0926568965780096
254,0.94419879502698,-0.791982300179242,TRUE,0.351383726345375,0.792969488819406
255,0.94419879502698,-0.791982300179242,FALSE,0.696212681941688,0.0443766247995849
256,0.94419879502698,-0.791982300179242,FALSE,0.352424591314048,0.0083878043841865
257,0.94419879502698,-0.791982300179242,FALSE,0.0269197763409466,0.0192893009220993
258,0.94419879502698,-0.791982300179242,FALSE,0.527284864569083,0.0467166232308819
259,0.94419879502698,-0.791982300179242,FALSE,0.797080357326195,1.14317966505165e-18
260,0.94419879502698,-0.791982300179242,FALSE,0.365930070867762,0.0225566335736187
261,0.94419879502698,-0.791982300179242,FALSE,0.134455056628212,0.00298098424410857
262,0.94419879502698,-0.791982300179242,FALSE,0.477299958700314,7.07499616357758e-10
263,0.94419879502698,-0.791982300179242,FALSE,0.385049626929685,5.31194344602528e-05
264,0.287266874331763,-0.484617314897255,TRUE,0.517004150431603,1
265,0.287266874331763,-0.484617314897255,FALSE,0.521336421836168,0.416710045723198
266,0.287266874331763,-0.484617314897255,FALSE,0.422785450238734,0.000615401391322886
267,0.287266874331763,-0.484617314897255,FALSE,0.583438502857462,0.0260635868855972
268,0.287266874331763,-0.484617314897255,FALSE,0.514943168731406,0.340819110380575
269,0.287266874331763,-0.484617314897255,FALSE,0.430976605508476,0.0129658626381356
270,0.287266874331763,-0.484617314897255,FALSE,0.546611988916993,0.0174414046615696
271,0.287266874331763,-0.484617314897255,FALSE,0.724054108606651,2.34806902360641e-06
272,0.287266874331763,-0.484617314897255,FALSE,0.197205628734082,6.67983908378807e-07
273,0.287266874331763,-0.484617314897255,FALSE,0.880939512280747,0.00873953176176413
274,0.287266874331763,-0.484617314897255,FALSE,0.147885439218953,0.000421794643341156
275,0.287266874331763,-0.484617314897255,FALSE,0.487544646952301,0.0407171667740129
276,0.287266874331763,-0.484617314897255,FALSE,0.982979156076908,3.62683847993832e-06
277,0.287266874331763,-0.484617314897255,FALSE,0.730156581383198,5.85615143334483e-06
278,0.287266874331763,-0.484617314897255,FALSE,0.471905849641189,0.3980882202207
279,0.287266874331763,-0.484617314897255,FALSE,0.0141614137683064,0.008467194633227
280,0.287266874331763,-0.484617314897255,FALSE,0.447825921699405,1.10832838281618e-09
281,0.729305409060295,0.104494583233834,TRUE,0.158451190683991,0.330999189133914
282,-0.470596831282149,0.779674422287447,TRUE,0.40376655687578,1
283,-0.470596831282149,0.779674422287447,FALSE,0.132111826213077,0.000428206487312884
284,-0.470596831282149,0.779674422287447,FALSE,0.841553097823635,0.00556636774359424
285,-0.470596831282149,0.779674422287447,FALSE,0.47671812097542,0.00117481699759707
286,-0.470596831282149,0.779674422287447,FALSE,0.870722695253789,5.53635766331981e-06
287,-0.470596831282149,0.779674422287447,FALSE,0.352837003301829,0.0221891756555615
288,-0.470596831282149,0.779674422287447,FALSE,0.322974551003426,3.57680775422049e-06
289,-0.470596831282149,0.779674422287447,FALSE,0.360916707431898,0.00016753178299415
290,-0.470596831282149,0.779674422287447,FALSE,0.865872593363747,0.00275378074986033
291,-0.470596831282149,0.779674422287447,FALSE,0.141488632885739,6.35625894260604e-07
292,-0.470596831282149,0.779674422287447,FALSE,0.23646776471287,0.0303464597666625
293,-0.25823752308382,0.773753591191468,TRUE,0.643540079472587,0.984665686557254
294,0.228235978356282,-0.306284143985569,TRUE,0.307204690761864,1
295,0.228235978356282,-0.306284143985569,FALSE,0.256462530698627,0.0804079918243468
296,0.228235978356282,-0.306284143985569,FALSE,0.77166713308543,0.480408471343502
297,0.228235978356282,-0.306284143985569,FALSE,0.121383013902232,0.082722070628922
298,0.228235978356282,-0.306284143985569,FALSE,0.576633698772639,0.000618648955333561
299,0.228235978356282,-0.306284143985569,FALSE,0.391443263739347,0.245725638693018
300,0.228235978356282,-0.306284143985569,FALSE,0.14419665466994,0.065924543052606
301,0.228235978356282,-0.306284143985569,FALSE,0.366664744913578,1.66117978183356e-15
302,0.228235978356282,-0.306284143985569,FALSE,0.421372019220144,0.374684701436278
303,0.228235978356282,-0.306284143985569,FALSE,0.902294580126181,0.255325360030303
304,0.228235978356282,-0.306284143985569,FALSE,0.952523705316707,7.77836067856958e-06
305,0.228235978356282,-0.306284143985569,FALSE,0.468232227489352,0.15403172729747
306,0.228235978356282,-0.306284143985569,FALSE,0.814393227454275,0.757300685568022
307,0.228235978356282,-0.306284143985569,FALSE,0.193474913714454,0.101203635964331
308,0.228235978356282,-0.306284143985569,FALSE,0.734195535536855,3.90734468650151e-06
309,0.228235978356282,-0.306284143985569,FALSE,0.425265705678612,0.000855027172324915
310,0.228235978356282,-0.306284143985569,FALSE,0.673618279863149,0.000908366478014902
311,-0.247836818705911,-0.0377781941749357,TRUE,0.636090491898358,0.918681447399005
312,0.719948099842314,-0.392988630891463,TRUE,0.558245009509847,0.617405822356469
313,0.37743417420052,0.620044712749846,TRUE,0.108742242911831,0.59918017988004
314,0.37743417420052,0.620044712749846,FALSE,0.408183039864525,4.89916933223632e-18
315,-0.504712617723946,-0.370399032213518,TRUE,0.544990084599704,1
316,0.169803358980869,-1.94372398537717,TRUE,0.0692367944866419,0.115894806116647
317,0.559100542632567,-1.70138387900006,TRUE,0.82409259211272,1
318,0.559100542632567,-1.70138387900006,FALSE,0.4950915153604,0.000291339047299016
319,0.559100542632567,-1.70138387900006,FALSE,0.113676243694499,3.7782476985098e-17
320,0.559100542632567,-1.70138387900006,FALSE,0.556337523506954,2.20880509766905e-07
321,0.559100542632567,-1.70138387900006,FALSE,0.586043970193714,0.153260064594942
322,0.559100542632567,-1.70138387900006,FALSE,0.549115324392915,2.40669436166764e-05
323,0.559100542632567,-1.70138387900006,FALSE,0.74640809581615,0.0269659809297857
324,0.559100542632567,-1.70138387900006,FALSE,0.946069425437599,0.171074503766106
325,-1.13333226016348,0.805112079097186,TRUE,0.843836906598881,1
326,-0.0877164581566874,0.0400128364215184,TRUE,0.3231923985295,1
327,-0.0877164581566874,0.0400128364215184,FALSE,0.776762806111947,0.00820246646261282
328,-0.0877164581566874,0.0400128364215184,FALSE,0.903231400530785,0.277568638172682
329,-0.0877164581566874,0.0400128364215184,FALSE,0.397600579541177,3.60293660941233e-15
330,-0.0877164581566874,0.0400128364215184,FALSE,0.29976514657028,0.0790241399611465
331,1.02587627820179,-1.27142617725714,TRUE,0.0186340967193246,0.331957915532392
332,1.02587627820179,-1.27142617725714,FALSE,0.989926378242671,0.0817134807970848
333,1.00622529964442,-0.269474065419984,TRUE,0.494747002143413,0.642380261071021
334,1.00622529964442,-0.269474065419984,FALSE,0.622774543007836,0.00406209661592688
335,-0.686045442813278,0.253725291958595,TRUE,0.362082274165004,1
336,-0.686045442813278,0.253725291958595,FALSE,0.937204266432673,1.38616346045866e-15
337,0.399808655931991,-0.749523819526951,TRUE,0.13284558057785,1
338,0.399808655931991,-0.749523819526951,FALSE,0.745790377492085,0.008557809187447
339,0.399808655931991,-0.749523819526951,FALSE,0.106348782312125,2.41548665082624e-06
340,0.399808655931991,-0.749523819526951,FALSE,0.274825239321217,0.00173373649669009
341,0.399808655931991,-0.749523819526951,FALSE,0.399137032683939,0.114533213046091
342,0.399808655931991,-0.749523819526951,FALSE,0.79354089894332,0.0115469038317704
343,-0.0846168118375705,0.570746032260332,TRUE,0.42274986486882,1
344,-0.0846168118375705,0.570746032260332,FALSE,0.816105174832046,9.55360500009347e-05
